hash,name,psk_byte,psk_label
0x30,(empty),51,0x33
0x30,LiteFast,39,0x27
0x30,LiteSlow,32,0x20
0x30,LongFast,57,0x39
0x30,LongMod,95,0x5f
0x30,LongSlow,62,0x3e
0x30,LongTurbo,71,0x47
0x30,MediumFast,46,0x2e
0x30,MediumSlow,41,0x29
0x30,NarrowFast,36,0x24
0x30,NarrowSlow,35,0x23
0x30,ShortFast,65,0x41
0x30,ShortSlow,70,0x46
0x30,ShortTurbo,63,0x3f
0x30,TinyFast,57,0x39
0x30,TinySlow,62,0x3e
0x30,VLongSlow,104,0x68
0x31,(empty),50,0x32
0x31,LiteFast,38,0x26
0x31,LiteSlow,33,0x21
0x31,LongFast,56,0x38
0x31,LongMod,94,0x5e
0x31,LongSlow,63,0x3f
0x31,LongTurbo,70,0x46
0x31,MediumFast,47,0x2f
0x31,MediumSlow,40,0x28
0x31,NarrowFast,37,0x25
0x31,NarrowSlow,34,0x22
0x31,ShortFast,64,0x40
0x31,ShortSlow,71,0x47
0x31,ShortTurbo,62,0x3e
0x31,TinyFast,56,0x38
0x31,TinySlow,63,0x3f
0x31,VLongSlow,105,0x69
0x32,(empty),49,0x31
0x32,LiteFast,37,0x25
0x32,LiteSlow,34,0x22
0x32,LongFast,59,0x3b
0x32,LongMod,93,0x5d
0x32,LongSlow,60,0x3c
0x32,LongTurbo,69,0x45
0x32,MediumFast,44,0x2c
0x32,MediumSlow,43,0x2b
0x32,NarrowFast,38,0x26
0x32,NarrowSlow,33,0x21
0x32,ShortFast,67,0x43
0x32,ShortSlow,68,0x44
0x32,ShortTurbo,61,0x3d
0x32,TinyFast,59,0x3b
0x32,TinySlow,60,0x3c
0x32,VLongSlow,106,0x6a
0x33,(empty),48,0x30
0x33,LiteFast,36,0x24
0x33,LiteSlow,35,0x23
0x33,LongFast,58,0x3a
0x33,LongMod,92,0x5c
0x33,LongSlow,61,0x3d
0x33,LongTurbo,68,0x44
0x33,MediumFast,45,0x2d
0x33,MediumSlow,42,0x2a
0x33,NarrowFast,39,0x27
0x33,NarrowSlow,32,0x20
0x33,ShortFast,66,0x42
0x33,ShortSlow,69,0x45
0x33,ShortTurbo,60,0x3c
0x33,TinyFast,58,0x3a
0x33,TinySlow,61,0x3d
0x33,VLongSlow,107,0x6b
0x34,(empty),55,0x37
0x34,LiteFast,35,0x23
0x34,LiteSlow,36,0x24
0x34,LongFast,61,0x3d
0x34,LongMod,91,0x5b
0x34,LongSlow,58,0x3a
0x34,LongTurbo,67,0x43
0x34,MediumFast,42,0x2a
0x34,MediumSlow,45,0x2d
0x34,NarrowFast,32,0x20
0x34,NarrowSlow,39,0x27
0x34,ShortFast,69,0x45
0x34,ShortSlow,66,0x42
0x34,ShortTurbo,59,0x3b
0x34,TinyFast,61,0x3d
0x34,TinySlow,58,0x3a
0x34,VLongSlow,108,0x6c
0x35,(empty),54,0x36
0x35,LiteFast,34,0x22
0x35,LiteSlow,37,0x25
0x35,LongFast,60,0x3c
0x35,LongMod,90,0x5a
0x35,LongSlow,59,0x3b
0x35,LongTurbo,66,0x42
0x35,MediumFast,43,0x2b
0x35,MediumSlow,44,0x2c
0x35,NarrowFast,33,0x21
0x35,NarrowSlow,38,0x26
0x35,ShortFast,68,0x44
0x35,ShortSlow,67,0x43
0x35,ShortTurbo,58,0x3a
0x35,TinyFast,60,0x3c
0x35,TinySlow,59,0x3b
0x35,VLongSlow,109,0x6d
0x36,(empty),53,0x35
0x36,LiteFast,33,0x21
0x36,LiteSlow,38,0x26
0x36,LongFast,63,0x3f
0x36,LongMod,89,0x59
0x36,LongSlow,56,0x38
0x36,LongTurbo,65,0x41
0x36,MediumFast,40,0x28
0x36,MediumSlow,47,0x2f
0x36,NarrowFast,34,0x22
0x36,NarrowSlow,37,0x25
0x36,ShortFast,71,0x47
0x36,ShortSlow,64,0x40
0x36,ShortTurbo,57,0x39
0x36,TinyFast,63,0x3f
0x36,TinySlow,56,0x38
0x36,VLongSlow,110,0x6e
0x37,(empty),52,0x34
0x37,LiteFast,32,0x20
0x37,LiteSlow,39,0x27
0x37,LongFast,62,0x3e
0x37,LongMod,88,0x58
0x37,LongSlow,57,0x39
0x37,LongTurbo,64,0x40
0x37,MediumFast,41,0x29
0x37,MediumSlow,46,0x2e
0x37,NarrowFast,35,0x23
0x37,NarrowSlow,36,0x24
0x37,ShortFast,70,0x46
0x37,ShortSlow,65,0x41
0x37,ShortTurbo,56,0x38
0x37,TinyFast,62,0x3e
0x37,TinySlow,57,0x39
0x37,VLongSlow,111,0x6f
0x38,(empty),59,0x3b
0x38,LiteFast,47,0x2f
0x38,LiteSlow,40,0x28
0x38,LongFast,49,0x31
0x38,LongMod,87,0x57
0x38,LongSlow,54,0x36
0x38,LongTurbo,79,0x4f
0x38,MediumFast,38,0x26
0x38,MediumSlow,33,0x21
0x38,NarrowFast,44,0x2c
0x38,NarrowSlow,43,0x2b
0x38,ShortFast,73,0x49
0x38,ShortSlow,78,0x4e
0x38,ShortTurbo,55,0x37
0x38,TinyFast,49,0x31
0x38,TinySlow,54,0x36
0x38,VLongSlow,96,0x60
0x39,(empty),58,0x3a
0x39,LiteFast,46,0x2e
0x39,LiteSlow,41,0x29
0x39,LongFast,48,0x30
0x39,LongMod,86,0x56
0x39,LongSlow,55,0x37
0x39,LongTurbo,78,0x4e
0x39,MediumFast,39,0x27
0x39,MediumSlow,32,0x20
0x39,NarrowFast,45,0x2d
0x39,NarrowSlow,42,0x2a
0x39,ShortFast,72,0x48
0x39,ShortSlow,79,0x4f
0x39,ShortTurbo,54,0x36
0x39,TinyFast,48,0x30
0x39,TinySlow,55,0x37
0x39,VLongSlow,97,0x61
0x3a,(empty),57,0x39
0x3a,LiteFast,45,0x2d
0x3a,LiteSlow,42,0x2a
0x3a,LongFast,51,0x33
0x3a,LongMod,85,0x55
0x3a,LongSlow,52,0x34
0x3a,LongTurbo,77,0x4d
0x3a,MediumFast,36,0x24
0x3a,MediumSlow,35,0x23
0x3a,NarrowFast,46,0x2e
0x3a,NarrowSlow,41,0x29
0x3a,ShortFast,75,0x4b
0x3a,ShortSlow,76,0x4c
0x3a,ShortTurbo,53,0x35
0x3a,TinyFast,51,0x33
0x3a,TinySlow,52,0x34
0x3a,VLongSlow,98,0x62
0x3b,(empty),56,0x38
0x3b,LiteFast,44,0x2c
0x3b,LiteSlow,43,0x2b
0x3b,LongFast,50,0x32
0x3b,LongMod,84,0x54
0x3b,LongSlow,53,0x35
0x3b,LongTurbo,76,0x4c
0x3b,MediumFast,37,0x25
0x3b,MediumSlow,34,0x22
0x3b,NarrowFast,47,0x2f
0x3b,NarrowSlow,40,0x28
0x3b,ShortFast,74,0x4a
0x3b,ShortSlow,77,0x4d
0x3b,ShortTurbo,52,0x34
0x3b,TinyFast,50,0x32
0x3b,TinySlow,53,0x35
0x3b,VLongSlow,99,0x63
0x3c,(empty),63,0x3f
0x3c,LiteFast,43,0x2b
0x3c,LiteSlow,44,0x2c
0x3c,LongFast,53,0x35
0x3c,LongMod,83,0x53
0x3c,LongSlow,50,0x32
0x3c,LongTurbo,75,0x4b
0x3c,MediumFast,34,0x22
0x3c,MediumSlow,37,0x25
0x3c,NarrowFast,40,0x28
0x3c,NarrowSlow,47,0x2f
0x3c,ShortFast,77,0x4d
0x3c,ShortSlow,74,0x4a
0x3c,ShortTurbo,51,0x33
0x3c,TinyFast,53,0x35
0x3c,TinySlow,50,0x32
0x3c,VLongSlow,100,0x64
0x3d,(empty),62,0x3e
0x3d,LiteFast,42,0x2a
0x3d,LiteSlow,45,0x2d
0x3d,LongFast,52,0x34
0x3d,LongMod,82,0x52
0x3d,LongSlow,51,0x33
0x3d,LongTurbo,74,0x4a
0x3d,MediumFast,35,0x23
0x3d,MediumSlow,36,0x24
0x3d,NarrowFast,41,0x29
0x3d,NarrowSlow,46,0x2e
0x3d,ShortFast,76,0x4c
0x3d,ShortSlow,75,0x4b
0x3d,ShortTurbo,50,0x32
0x3d,TinyFast,52,0x34
0x3d,TinySlow,51,0x33
0x3d,VLongSlow,101,0x65
0x3e,(empty),61,0x3d
0x3e,LiteFast,41,0x29
0x3e,LiteSlow,46,0x2e
0x3e,LongFast,55,0x37
0x3e,LongMod,81,0x51
0x3e,LongSlow,48,0x30
0x3e,LongTurbo,73,0x49
0x3e,MediumFast,32,0x20
0x3e,MediumSlow,39,0x27
0x3e,NarrowFast,42,0x2a
0x3e,NarrowSlow,45,0x2d
0x3e,ShortFast,79,0x4f
0x3e,ShortSlow,72,0x48
0x3e,ShortTurbo,49,0x31
0x3e,TinyFast,55,0x37
0x3e,TinySlow,48,0x30
0x3e,VLongSlow,102,0x66
0x3f,(empty),60,0x3c
0x3f,LiteFast,40,0x28
0x3f,LiteSlow,47,0x2f
0x3f,LongFast,54,0x36
0x3f,LongMod,80,0x50
0x3f,LongSlow,49,0x31
0x3f,LongTurbo,72,0x48
0x3f,MediumFast,33,0x21
0x3f,MediumSlow,38,0x26
0x3f,NarrowFast,43,0x2b
0x3f,NarrowSlow,44,0x2c
0x3f,ShortFast,78,0x4e
0x3f,ShortSlow,73,0x49
0x3f,ShortTurbo,48,0x30
0x3f,TinyFast,54,0x36
0x3f,TinySlow,49,0x31
0x3f,VLongSlow,103,0x67
0x40,(empty),67,0x43
0x40,LiteFast,87,0x57
0x40,LiteSlow,80,0x50
0x40,LongFast,73,0x49
0x40,LongMod,47,0x2f
0x40,LongSlow,78,0x4e
0x40,LongTurbo,55,0x37
0x40,MediumFast,94,0x5e
0x40,MediumSlow,89,0x59
0x40,NarrowFast,84,0x54
0x40,NarrowSlow,83,0x53
0x40,ShortFast,49,0x31
0x40,ShortSlow,54,0x36
0x40,ShortTurbo,79,0x4f
0x40,TinyFast,73,0x49
0x40,TinySlow,78,0x4e
0x40,VLongSlow,24,0x18
0x41,(empty),66,0x42
0x41,LiteFast,86,0x56
0x41,LiteSlow,81,0x51
0x41,LongFast,72,0x48
0x41,LongMod,46,0x2e
0x41,LongSlow,79,0x4f
0x41,LongTurbo,54,0x36
0x41,MediumFast,95,0x5f
0x41,MediumSlow,88,0x58
0x41,NarrowFast,85,0x55
0x41,NarrowSlow,82,0x52
0x41,ShortFast,48,0x30
0x41,ShortSlow,55,0x37
0x41,ShortTurbo,78,0x4e
0x41,TinyFast,72,0x48
0x41,TinySlow,79,0x4f
0x41,VLongSlow,25,0x19
0x42,(empty),65,0x41
0x42,LiteFast,85,0x55
0x42,LiteSlow,82,0x52
0x42,LongFast,75,0x4b
0x42,LongMod,45,0x2d
0x42,LongSlow,76,0x4c
0x42,LongTurbo,53,0x35
0x42,MediumFast,92,0x5c
0x42,MediumSlow,91,0x5b
0x42,NarrowFast,86,0x56
0x42,NarrowSlow,81,0x51
0x42,ShortFast,51,0x33
0x42,ShortSlow,52,0x34
0x42,ShortTurbo,77,0x4d
0x42,TinyFast,75,0x4b
0x42,TinySlow,76,0x4c
0x42,VLongSlow,26,0x1a
0x43,(empty),64,0x40
0x43,LiteFast,84,0x54
0x43,LiteSlow,83,0x53
0x43,LongFast,74,0x4a
0x43,LongMod,44,0x2c
0x43,LongSlow,77,0x4d
0x43,LongTurbo,52,0x34
0x43,MediumFast,93,0x5d
0x43,MediumSlow,90,0x5a
0x43,NarrowFast,87,0x57
0x43,NarrowSlow,80,0x50
0x43,ShortFast,50,0x32
0x43,ShortSlow,53,0x35
0x43,ShortTurbo,76,0x4c
0x43,TinyFast,74,0x4a
0x43,TinySlow,77,0x4d
0x43,VLongSlow,27,0x1b
0x44,(empty),71,0x47
0x44,LiteFast,83,0x53
0x44,LiteSlow,84,0x54
0x44,LongFast,77,0x4d
0x44,LongMod,43,0x2b
0x44,LongSlow,74,0x4a
0x44,LongTurbo,51,0x33
0x44,MediumFast,90,0x5a
0x44,MediumSlow,93,0x5d
0x44,NarrowFast,80,0x50
0x44,NarrowSlow,87,0x57
0x44,ShortFast,53,0x35
0x44,ShortSlow,50,0x32
0x44,ShortTurbo,75,0x4b
0x44,TinyFast,77,0x4d
0x44,TinySlow,74,0x4a
0x44,VLongSlow,28,0x1c
0x45,(empty),70,0x46
0x45,LiteFast,82,0x52
0x45,LiteSlow,85,0x55
0x45,LongFast,76,0x4c
0x45,LongMod,42,0x2a
0x45,LongSlow,75,0x4b
0x45,LongTurbo,50,0x32
0x45,MediumFast,91,0x5b
0x45,MediumSlow,92,0x5c
0x45,NarrowFast,81,0x51
0x45,NarrowSlow,86,0x56
0x45,ShortFast,52,0x34
0x45,ShortSlow,51,0x33
0x45,ShortTurbo,74,0x4a
0x45,TinyFast,76,0x4c
0x45,TinySlow,75,0x4b
0x45,VLongSlow,29,0x1d
0x46,(empty),69,0x45
0x46,LiteFast,81,0x51
0x46,LiteSlow,86,0x56
0x46,LongFast,79,0x4f
0x46,LongMod,41,0x29
0x46,LongSlow,72,0x48
0x46,LongTurbo,49,0x31
0x46,MediumFast,88,0x58
0x46,MediumSlow,95,0x5f
0x46,NarrowFast,82,0x52
0x46,NarrowSlow,85,0x55
0x46,ShortFast,55,0x37
0x46,ShortSlow,48,0x30
0x46,ShortTurbo,73,0x49
0x46,TinyFast,79,0x4f
0x46,TinySlow,72,0x48
0x46,VLongSlow,30,0x1e
0x47,(empty),68,0x44
0x47,LiteFast,80,0x50
0x47,LiteSlow,87,0x57
0x47,LongFast,78,0x4e
0x47,LongMod,40,0x28
0x47,LongSlow,73,0x49
0x47,LongTurbo,48,0x30
0x47,MediumFast,89,0x59
0x47,MediumSlow,94,0x5e
0x47,NarrowFast,83,0x53
0x47,NarrowSlow,84,0x54
0x47,ShortFast,54,0x36
0x47,ShortSlow,49,0x31
0x47,ShortTurbo,72,0x48
0x47,TinyFast,78,0x4e
0x47,TinySlow,73,0x49
0x47,VLongSlow,31,0x1f
0x48,(empty),75,0x4b
0x48,LiteFast,95,0x5f
0x48,LiteSlow,88,0x58
0x48,LongFast,65,0x41
0x48,LongMod,39,0x27
0x48,LongSlow,70,0x46
0x48,LongTurbo,63,0x3f
0x48,MediumFast,86,0x56
0x48,MediumSlow,81,0x51
0x48,NarrowFast,92,0x5c
0x48,NarrowSlow,91,0x5b
0x48,ShortFast,57,0x39
0x48,ShortSlow,62,0x3e
0x48,ShortTurbo,71,0x47
0x48,TinyFast,65,0x41
0x48,TinySlow,70,0x46
0x48,VLongSlow,16,0x10
0x49,(empty),74,0x4a
0x49,LiteFast,94,0x5e
0x49,LiteSlow,89,0x59
0x49,LongFast,64,0x40
0x49,LongMod,38,0x26
0x49,LongSlow,71,0x47
0x49,LongTurbo,62,0x3e
0x49,MediumFast,87,0x57
0x49,MediumSlow,80,0x50
0x49,NarrowFast,93,0x5d
0x49,NarrowSlow,90,0x5a
0x49,ShortFast,56,0x38
0x49,ShortSlow,63,0x3f
0x49,ShortTurbo,70,0x46
0x49,TinyFast,64,0x40
0x49,TinySlow,71,0x47
0x49,VLongSlow,17,0x11
0x4a,(empty),73,0x49
0x4a,LiteFast,93,0x5d
0x4a,LiteSlow,90,0x5a
0x4a,LongFast,67,0x43
0x4a,LongMod,37,0x25
0x4a,LongSlow,68,0x44
0x4a,LongTurbo,61,0x3d
0x4a,MediumFast,84,0x54
0x4a,MediumSlow,83,0x53
0x4a,NarrowFast,94,0x5e
0x4a,NarrowSlow,89,0x59
0x4a,ShortFast,59,0x3b
0x4a,ShortSlow,60,0x3c
0x4a,ShortTurbo,69,0x45
0x4a,TinyFast,67,0x43
0x4a,TinySlow,68,0x44
0x4a,VLongSlow,18,0x12
0x4b,(empty),72,0x48
0x4b,LiteFast,92,0x5c
0x4b,LiteSlow,91,0x5b
0x4b,LongFast,66,0x42
0x4b,LongMod,36,0x24
0x4b,LongSlow,69,0x45
0x4b,LongTurbo,60,0x3c
0x4b,MediumFast,85,0x55
0x4b,MediumSlow,82,0x52
0x4b,NarrowFast,95,0x5f
0x4b,NarrowSlow,88,0x58
0x4b,ShortFast,58,0x3a
0x4b,ShortSlow,61,0x3d
0x4b,ShortTurbo,68,0x44
0x4b,TinyFast,66,0x42
0x4b,TinySlow,69,0x45
0x4b,VLongSlow,19,0x13
0x4c,(empty),79,0x4f
0x4c,LiteFast,91,0x5b
0x4c,LiteSlow,92,0x5c
0x4c,LongFast,69,0x45
0x4c,LongMod,35,0x23
0x4c,LongSlow,66,0x42
0x4c,LongTurbo,59,0x3b
0x4c,MediumFast,82,0x52
0x4c,MediumSlow,85,0x55
0x4c,NarrowFast,88,0x58
0x4c,NarrowSlow,95,0x5f
0x4c,ShortFast,61,0x3d
0x4c,ShortSlow,58,0x3a
0x4c,ShortTurbo,67,0x43
0x4c,TinyFast,69,0x45
0x4c,TinySlow,66,0x42
0x4c,VLongSlow,20,0x14
0x4d,(empty),78,0x4e
0x4d,LiteFast,90,0x5a
0x4d,LiteSlow,93,0x5d
0x4d,LongFast,68,0x44
0x4d,LongMod,34,0x22
0x4d,LongSlow,67,0x43
0x4d,LongTurbo,58,0x3a
0x4d,MediumFast,83,0x53
0x4d,MediumSlow,84,0x54
0x4d,NarrowFast,89,0x59
0x4d,NarrowSlow,94,0x5e
0x4d,ShortFast,60,0x3c
0x4d,ShortSlow,59,0x3b
0x4d,ShortTurbo,66,0x42
0x4d,TinyFast,68,0x44
0x4d,TinySlow,67,0x43
0x4d,VLongSlow,21,0x15
0x4e,(empty),77,0x4d
0x4e,LiteFast,89,0x59
0x4e,LiteSlow,94,0x5e
0x4e,LongFast,71,0x47
0x4e,LongMod,33,0x21
0x4e,LongSlow,64,0x40
0x4e,LongTurbo,57,0x39
0x4e,MediumFast,80,0x50
0x4e,MediumSlow,87,0x57
0x4e,NarrowFast,90,0x5a
0x4e,NarrowSlow,93,0x5d
0x4e,ShortFast,63,0x3f
0x4e,ShortSlow,56,0x38
0x4e,ShortTurbo,65,0x41
0x4e,TinyFast,71,0x47
0x4e,TinySlow,64,0x40
0x4e,VLongSlow,22,0x16
0x4f,(empty),76,0x4c
0x4f,LiteFast,88,0x58
0x4f,LiteSlow,95,0x5f
0x4f,LongFast,70,0x46
0x4f,LongMod,32,0x20
0x4f,LongSlow,65,0x41
0x4f,LongTurbo,56,0x38
0x4f,MediumFast,81,0x51
0x4f,MediumSlow,86,0x56
0x4f,NarrowFast,91,0x5b
0x4f,NarrowSlow,92,0x5c
0x4f,ShortFast,62,0x3e
0x4f,ShortSlow,57,0x39
0x4f,ShortTurbo,64,0x40
0x4f,TinyFast,70,0x46
0x4f,TinySlow,65,0x41
0x4f,VLongSlow,23,0x17
0x50,(empty),83,0x53
0x50,LiteFast,71,0x47
0x50,LiteSlow,64,0x40
0x50,LongFast,89,0x59
0x50,LongMod,63,0x3f
0x50,LongSlow,94,0x5e
0x50,LongTurbo,39,0x27
0x50,MediumFast,78,0x4e
0x50,MediumSlow,73,0x49
0x50,NarrowFast,68,0x44
0x50,NarrowSlow,67,0x43
0x50,ShortFast,33,0x21
0x50,ShortSlow,38,0x26
0x50,ShortTurbo,95,0x5f
0x50,TinyFast,89,0x59
0x50,TinySlow,94,0x5e
0x50,VLongSlow,8,0x08
0x51,(empty),82,0x52
0x51,LiteFast,70,0x46
0x51,LiteSlow,65,0x41
0x51,LongFast,88,0x58
0x51,LongMod,62,0x3e
0x51,LongSlow,95,0x5f
0x51,LongTurbo,38,0x26
0x51,MediumFast,79,0x4f
0x51,MediumSlow,72,0x48
0x51,NarrowFast,69,0x45
0x51,NarrowSlow,66,0x42
0x51,ShortFast,32,0x20
0x51,ShortSlow,39,0x27
0x51,ShortTurbo,94,0x5e
0x51,TinyFast,88,0x58
0x51,TinySlow,95,0x5f
0x51,VLongSlow,9,0x09
0x52,(empty),81,0x51
0x52,LiteFast,69,0x45
0x52,LiteSlow,66,0x42
0x52,LongFast,91,0x5b
0x52,LongMod,61,0x3d
0x52,LongSlow,92,0x5c
0x52,LongTurbo,37,0x25
0x52,MediumFast,76,0x4c
0x52,MediumSlow,75,0x4b
0x52,NarrowFast,70,0x46
0x52,NarrowSlow,65,0x41
0x52,ShortFast,35,0x23
0x52,ShortSlow,36,0x24
0x52,ShortTurbo,93,0x5d
0x52,TinyFast,91,0x5b
0x52,TinySlow,92,0x5c
0x52,VLongSlow,10,0x0a
0x53,(empty),80,0x50
0x53,LiteFast,68,0x44
0x53,LiteSlow,67,0x43
0x53,LongFast,90,0x5a
0x53,LongMod,60,0x3c
0x53,LongSlow,93,0x5d
0x53,LongTurbo,36,0x24
0x53,MediumFast,77,0x4d
0x53,MediumSlow,74,0x4a
0x53,NarrowFast,71,0x47
0x53,NarrowSlow,64,0x40
0x53,ShortFast,34,0x22
0x53,ShortSlow,37,0x25
0x53,ShortTurbo,92,0x5c
0x53,TinyFast,90,0x5a
0x53,TinySlow,93,0x5d
0x53,VLongSlow,11,0x0b
0x54,(empty),87,0x57
0x54,LiteFast,67,0x43
0x54,LiteSlow,68,0x44
0x54,LongFast,93,0x5d
0x54,LongMod,59,0x3b
0x54,LongSlow,90,0x5a
0x54,LongTurbo,35,0x23
0x54,MediumFast,74,0x4a
0x54,MediumSlow,77,0x4d
0x54,NarrowFast,64,0x40
0x54,NarrowSlow,71,0x47
0x54,ShortFast,37,0x25
0x54,ShortSlow,34,0x22
0x54,ShortTurbo,91,0x5b
0x54,TinyFast,93,0x5d
0x54,TinySlow,90,0x5a
0x54,VLongSlow,12,0x0c
0x55,(empty),86,0x56
0x55,LiteFast,66,0x42
0x55,LiteSlow,69,0x45
0x55,LongFast,92,0x5c
0x55,LongMod,58,0x3a
0x55,LongSlow,91,0x5b
0x55,LongTurbo,34,0x22
0x55,MediumFast,75,0x4b
0x55,MediumSlow,76,0x4c
0x55,NarrowFast,65,0x41
0x55,NarrowSlow,70,0x46
0x55,ShortFast,36,0x24
0x55,ShortSlow,35,0x23
0x55,ShortTurbo,90,0x5a
0x55,TinyFast,92,0x5c
0x55,TinySlow,91,0x5b
0x55,VLongSlow,13,0x0d
0x56,(empty),85,0x55
0x56,LiteFast,65,0x41
0x56,LiteSlow,70,0x46
0x56,LongFast,95,0x5f
0x56,LongMod,57,0x39
0x56,LongSlow,88,0x58
0x56,LongTurbo,33,0x21
0x56,MediumFast,72,0x48
0x56,MediumSlow,79,0x4f
0x56,NarrowFast,66,0x42
0x56,NarrowSlow,69,0x45
0x56,ShortFast,39,0x27
0x56,ShortSlow,32,0x20
0x56,ShortTurbo,89,0x59
0x56,TinyFast,95,0x5f
0x56,TinySlow,88,0x58
0x56,VLongSlow,14,0x0e
0x57,(empty),84,0x54
0x57,LiteFast,64,0x40
0x57,LiteSlow,71,0x47
0x57,LongFast,94,0x5e
0x57,LongMod,56,0x38
0x57,LongSlow,89,0x59
0x57,LongTurbo,32,0x20
0x57,MediumFast,73,0x49
0x57,MediumSlow,78,0x4e
0x57,NarrowFast,67,0x43
0x57,NarrowSlow,68,0x44
0x57,ShortFast,38,0x26
0x57,ShortSlow,33,0x21
0x57,ShortTurbo,88,0x58
0x57,TinyFast,94,0x5e
0x57,TinySlow,89,0x59
0x57,VLongSlow,15,0x0f
0x58,(empty),91,0x5b
0x58,LiteFast,79,0x4f
0x58,LiteSlow,72,0x48
0x58,LongFast,81,0x51
0x58,LongMod,55,0x37
0x58,LongSlow,86,0x56
0x58,LongTurbo,47,0x2f
0x58,MediumFast,70,0x46
0x58,MediumSlow,65,0x41
0x58,NarrowFast,76,0x4c
0x58,NarrowSlow,75,0x4b
0x58,ShortFast,41,0x29
0x58,ShortSlow,46,0x2e
0x58,ShortTurbo,87,0x57
0x58,TinyFast,81,0x51
0x58,TinySlow,86,0x56
0x59,(empty),90,0x5a
0x59,LiteFast,78,0x4e
0x59,LiteSlow,73,0x49
0x59,LongFast,80,0x50
0x59,LongMod,54,0x36
0x59,LongSlow,87,0x57
0x59,LongTurbo,46,0x2e
0x59,MediumFast,71,0x47
0x59,MediumSlow,64,0x40
0x59,NarrowFast,77,0x4d
0x59,NarrowSlow,74,0x4a
0x59,ShortFast,40,0x28
0x59,ShortSlow,47,0x2f
0x59,ShortTurbo,86,0x56
0x59,TinyFast,80,0x50
0x59,TinySlow,87,0x57
0x59,VLongSlow,1,AQ==
0x5a,(empty),89,0x59
0x5a,LiteFast,77,0x4d
0x5a,LiteSlow,74,0x4a
0x5a,LongFast,83,0x53
0x5a,LongMod,53,0x35
0x5a,LongSlow,84,0x54
0x5a,LongTurbo,45,0x2d
0x5a,MediumFast,68,0x44
0x5a,MediumSlow,67,0x43
0x5a,NarrowFast,78,0x4e
0x5a,NarrowSlow,73,0x49
0x5a,ShortFast,43,0x2b
0x5a,ShortSlow,44,0x2c
0x5a,ShortTurbo,85,0x55
0x5a,TinyFast,83,0x53
0x5a,TinySlow,84,0x54
0x5a,VLongSlow,2,0x02
0x5b,(empty),88,0x58
0x5b,LiteFast,76,0x4c
0x5b,LiteSlow,75,0x4b
0x5b,LongFast,82,0x52
0x5b,LongMod,52,0x34
0x5b,LongSlow,85,0x55
0x5b,LongTurbo,44,0x2c
0x5b,MediumFast,69,0x45
0x5b,MediumSlow,66,0x42
0x5b,NarrowFast,79,0x4f
0x5b,NarrowSlow,72,0x48
0x5b,ShortFast,42,0x2a
0x5b,ShortSlow,45,0x2d
0x5b,ShortTurbo,84,0x54
0x5b,TinyFast,82,0x52
0x5b,TinySlow,85,0x55
0x5b,VLongSlow,0,(none)
0x5b,VLongSlow,3,0x03
0x5c,(empty),95,0x5f
0x5c,LiteFast,75,0x4b
0x5c,LiteSlow,76,0x4c
0x5c,LongFast,85,0x55
0x5c,LongMod,51,0x33
0x5c,LongSlow,82,0x52
0x5c,LongTurbo,43,0x2b
0x5c,MediumFast,66,0x42
0x5c,MediumSlow,69,0x45
0x5c,NarrowFast,72,0x48
0x5c,NarrowSlow,79,0x4f
0x5c,ShortFast,45,0x2d
0x5c,ShortSlow,42,0x2a
0x5c,ShortTurbo,83,0x53
0x5c,TinyFast,85,0x55
0x5c,TinySlow,82,0x52
0x5c,VLongSlow,4,0x04
0x5d,(empty),94,0x5e
0x5d,LiteFast,74,0x4a
0x5d,LiteSlow,77,0x4d
0x5d,LongFast,84,0x54
0x5d,LongMod,50,0x32
0x5d,LongSlow,83,0x53
0x5d,LongTurbo,42,0x2a
0x5d,MediumFast,67,0x43
0x5d,MediumSlow,68,0x44
0x5d,NarrowFast,73,0x49
0x5d,NarrowSlow,78,0x4e
0x5d,ShortFast,44,0x2c
0x5d,ShortSlow,43,0x2b
0x5d,ShortTurbo,82,0x52
0x5d,TinyFast,84,0x54
0x5d,TinySlow,83,0x53
0x5d,VLongSlow,5,0x05
0x5e,(empty),93,0x5d
0x5e,LiteFast,73,0x49
0x5e,LiteSlow,78,0x4e
0x5e,LongFast,87,0x57
0x5e,LongMod,49,0x31
0x5e,LongSlow,80,0x50
0x5e,LongTurbo,41,0x29
0x5e,MediumFast,64,0x40
0x5e,MediumSlow,71,0x47
0x5e,NarrowFast,74,0x4a
0x5e,NarrowSlow,77,0x4d
0x5e,ShortFast,47,0x2f
0x5e,ShortSlow,40,0x28
0x5e,ShortTurbo,81,0x51
0x5e,TinyFast,87,0x57
0x5e,TinySlow,80,0x50
0x5e,VLongSlow,6,0x06
0x5f,(empty),92,0x5c
0x5f,LiteFast,72,0x48
0x5f,LiteSlow,79,0x4f
0x5f,LongFast,86,0x56
0x5f,LongMod,48,0x30
0x5f,LongSlow,81,0x51
0x5f,LongTurbo,40,0x28
0x5f,MediumFast,65,0x41
0x5f,MediumSlow,70,0x46
0x5f,NarrowFast,75,0x4b
0x5f,NarrowSlow,76,0x4c
0x5f,ShortFast,46,0x2e
0x5f,ShortSlow,41,0x29
0x5f,ShortTurbo,80,0x50
0x5f,TinyFast,86,0x56
0x5f,TinySlow,81,0x51
0x5f,VLongSlow,7,0x07
0x60,(empty),99,0x63
